1;58;-;-;-;-;-;-;-;-;-;-
2;59;-;-;-;-;-;-;-;-;-;-
3;60;-;-;-;-;-;-;-;-;-;-
4;61;-;-;-;-;-;-;-;-;-;-
5;62;-;-;-;-;-;-;-;-;-;-
6;63;-;-;-;-;-;-;-;-;-;-
7;64;-;-;-;-;-;-;-;-;-;-
8;65;-;-;-;-;-;-;-;-;-;-
9;66;-;-;-;-;-;-;-;-;-;-
10;67;-;-;-;-;-;-;-;-;-;-
11;68;-;-;-;-;-;-;-;-;-;-
12;69;-;-;-;-;-;-;-;-;-;-
13;70;-;-;-;-;-;-;-;-;-;-
14;71;-;-;-;-;-;-;-;-;-;-
15;72;-;-;-;-;-;-;-;-;-;-
16;73;-;-;-;-;-;-;-;-;-;-
17;74;-;-;-;-;-;-;-;-;-;-
18;75;-;-;-;-;-;-;-;-;-;-
19;76;-;-;-;-;-;-;-;-;-;-
20;77;-;-;-;-;-;-;-;-;-;-
21;78;-;-;-;-;-;-;-;-;-;-
22;79;-;-;-;-;-;-;-;-;-;-
23;80;-;-;-;-;-;-;-;-;-;-
24;81;-;-;-;-;-;-;-;-;-;-
25;82;-;-;-;-;-;-;-;-;-;-
26;83;-;-;-;-;-;-;-;-;-;-
27;84;-;-;-;-;-;-;-;-;-;-
28;85;-;-;-;-;-;-;-;-;-;-
29;86;-;-;-;-;-;-;-;-;-;-
30;87;-;-;-;-;-;-;-;-;-;-
31;88;-;-;-;-;-;-;-;-;-;-
32;89;-;-;-;-;-;-;-;-;-;-
33;90;-;-;-;-;-;-;-;-;-;-
34;91;-;-;-;-;-;-;-;-;-;-
35;92;-;-;-;-;-;-;-;-;-;-
36;104;-;-;-;-;-;-;-;-;-;-
37;105;-;-;-;-;-;-;-;-;-;-
38;106;-;-;-;-;-;-;-;-;-;-
39;107;-;-;-;-;-;-;-;-;-;-
40;108;-;-;-;-;-;-;-;-;-;-
41;109;-;-;-;-;-;-;-;-;-;-
42;110;-;-;-;-;-;-;-;-;-;-
43;111;-;-;-;-;-;-;-;-;-;-
44;112;-;-;-;-;-;-;-;-;-;-
45;113;-;-;-;-;-;-;-;-;-;-
46;114;-;-;-;-;-;-;-;-;-;-
47;115;-;-;-;-;-;-;-;-;-;-
48;116;-;-;-;-;-;-;-;-;-;-
49;117;-;-;-;-;-;-;-;-;-;-
50;118;-;-;-;-;-;-;-;-;-;-
51;119;-;-;-;-;-;-;-;-;-;-
52;120;-;-;-;-;-;-;-;-;-;-
53;121;-;-;-;-;-;-;-;-;-;-
54;122;-;-;-;-;-;-;-;-;-;-
55;123;-;-;-;-;-;-;-;-;-;-
56;124;-;-;-;-;-;-;-;-;-;-
57;125;-;-;-;-;-;-;-;-;-;-
58;126;-;-;-;-;-;-;-;-;-;-
59;127;-;-;-;-;-;-;-;-;-;-
60;128;-;-;-;-;-;-;-;-;-;-
61;129;-;-;-;-;-;-;-;-;-;-
62;130;-;-;-;-;-;-;-;-;-;-
63;131;-;-;-;-;-;-;-;-;-;-
64;132;-;-;-;-;-;-;-;-;-;-
65;133;-;-;-;-;-;-;-;-;-;-
66;134;-;-;-;-;-;-;-;-;-;-
67;135;-;-;-;-;-;-;-;-;-;-
68;136;-;-;-;-;-;-;-;-;-;-
69;137;-;-;-;-;-;-;-;-;-;-
70;138;-;-;-;-;-;-;-;-;-;-
71;139;-;-;-;-;-;-;-;-;-;-
72;140;-;-;-;-;-;-;-;-;-;-
73;141;-;-;-;-;-;-;-;-;-;-
74;142;-;-;-;-;-;-;-;-;-;-
75;143;-;-;-;-;-;-;-;-;-;-
76;144;-;-;-;-;-;-;-;-;-;-
77;145;-;-;-;-;-;-;-;-;-;-
78;146;-;-;-;-;-;-;-;-;-;-
79;147;-;-;-;-;-;-;-;-;-;-
80;148;-;-;-;-;-;-;-;-;-;-
81;149;-;-;-;-;-;-;-;-;-;-
82;150;-;-;-;-;-;-;-;-;-;-
83;151;-;-;-;-;-;-;-;-;-;-
84;152;-;-;-;-;-;-;-;-;-;-
85;153;-;-;-;-;-;-;-;-;-;-
86;154;-;-;-;-;-;-;-;-;-;-
87;155;-;-;-;-;-;-;-;-;-;-
88;156;-;-;-;-;-;-;-;-;-;-
89;157;-;-;-;-;-;-;-;-;-;-
90;158;-;-;-;-;-;-;-;-;-;-
91;159;-;-;-;-;-;-;-;-;-;-
92;160;-;-;-;-;-;-;-;-;-;-
93;161;-;-;-;-;-;-;-;-;-;-
94;162;-;-;-;-;-;-;-;-;-;-
95;163;-;-;-;-;-;-;-;-;-;-
96;164;-;-;-;-;-;-;-;-;-;-
97;165;-;-;-;-;-;-;-;-;-;-
98;166;-;-;-;-;-;-;-;-;-;-
99;167;-;-;-;-;-;-;-;-;-;-
100;168;-;-;-;-;-;-;-;-;-;-
101;169;-;-;-;-;-;-;-;-;-;-
102;170;-;-;-;-;-;-;-;-;-;-
103;171;-;-;-;-;-;-;-;-;-;-
104;172;-;-;-;-;-;-;-;-;-;-
105;44,45;39;94;4,10;0,0,64;-;-;-;-;-;-
106;44,42,45;-;-;23,24,25,26,28;64,0,0;-;-;-;-;-;-
107;44,40,45;-;-;22,24,25,27,28,29;64,0,0;-;-;-;-;-;-
108;44,43,45;-;-;9,20,21,28,29;64,0,0;-;-;-;-;-;-
109;44,41,45;-;-;17,20,28;64,0,0;-;-;-;-;-;-
110;44,45;32;54;4,3;0,0,64;-;-;-;-;-;-
111;44,45;33;55;4,6,5;0,0,64;-;-;-;-;-;-
112;44,45;34;56;4,7,5;0,0,64;-;-;-;-;-;-
113;44,45;35;57;4,7,5;0,0,64;-;-;-;-;-;-
114;-;-;51;-;-;-;-;-;-;-;-
115;-;-;-;-;-;-;-;-;-;14,17,18,12,8;0,64,0
116;-;-;-;-;-;-;-;-;-;14,15,16,12;0,64,64
117;44,45;36;50;4,13,12,8;0,0,64;-;-;-;-;-;-
118;44,45;30;52;4,3,1;0,0,64;-;-;-;-;-;-
119;-;-;99;-;-;-;-;-;-;-;-
120;44,45;37;93;4,11;0,0,64;-;-;-;-;-;-
121;44,45;38;48;4,11;0,0,64;-;-;-;-;-;-
122;44,45;31;53;4,3,2;0,0,64;-;-;-;-;-;-
123;-;-;49;-;-;-;-;-;-;-;-
124;-;-;95;-;-;-;-;-;-;-;-
125;-;-;96;-;-;-;-;-;-;-;-
126;-;-;97;-;-;-;-;-;-;-;-
127;-;-;-;-;-;-;-;-;-;-;-
129;58,62,66,73,78,83,88,104,109,114,119,125,130,135,139,143,146,152,157,162,167;-;-;-;-;-;-;-;-;-;-
130;40,41,42,43;-;47,48,49,50,51,52,53,54,55,56,57,93,94,95,96,97,98,99,100,101,102,103;-;-;-;-;-;-;-;-
131;40,41,42,43;-;94;-;-;-;-;-;-;-;-
132;-;-;54,55;-;-;-;-;-;-;-;-
133;-;-;50,51,52,56,57,99;-;-;-;-;-;-;-;-
134;-;-;48,49,53,93;-;-;-;-;-;-;-;-
135;-;-;95,96,97,98;-;-;-;-;-;-;-;-
